,adresse_code_voie,code_postal,code_commune,code_departement,valeur_fonciere,surface_reelle_bati,surface_terrain,type_local,nombre_pieces_principales,latitude,longitude
3364727,0035,94420.0,94059,94,524750.0,188.0,541.0,Maison,6.0,48.818709,2.557835
2794060,0528,94420.0,94059,94,520000.0,130.0,500.0,Maison,6.0,48.800247,2.591723
2797001,0190,94420.0,94059,94,410000.0,116.0,295.0,Maison,3.0,48.80545,2.567441
2328453,0510,94420.0,94059,94,404944.0,130.0,518.0,Maison,5.0,48.805337,2.569741
3159867,0367,94420.0,94059,94,505000.0,166.0,596.0,Maison,7.0,48.803579,2.592326
3159877,0027,94420.0,94059,94,370000.0,75.0,503.0,Maison,3.0,48.811323,2.578255
3157578,0240,94420.0,94059,94,275000.0,56.0,495.0,Maison,0.0,48.81979,2.559721
2792386,0563,94420.0,94059,94,420000.0,114.0,462.0,Maison,5.0,48.801178,2.592266
2793399,0465,94420.0,94059,94,320000.0,90.0,575.0,Maison,3.0,48.812676,2.573528
3158272,0713,94420.0,94059,94,290000.0,63.0,705.0,Maison,4.0,48.818629,2.563671
2327993,0040,94420.0,94059,94,985000.0,63.0,460.0,Appartement,3.0,48.80975,2.573322
3161464,0385,94420.0,94059,94,335000.0,108.0,729.0,Maison,3.0,48.804164,2.586752
2325572,0284,94420.0,94059,94,300000.0,73.0,505.0,Maison,4.0,48.815865,2.567164
3227031,0290,94430.0,94019,94,3141566.0,84.0,3855.0,Appartement,3.0,48.797013,2.526904
2329543,0290,94430.0,94019,94,280000.0,55.0,493.0,Maison,3.0,48.793739,2.525918
3229143,0120,94430.0,94019,94,381000.0,157.0,419.0,Maison,5.0,48.80297,2.545433
3358193,0450,94430.0,94019,94,227000.0,62.0,327.0,Maison,4.0,48.804432,2.540102
3227413,0505,94430.0,94019,94,174000.0,116.0,133.0,Maison,6.0,48.802604,2.54705
3159201,0295,94430.0,94019,94,250000.0,32.0,83.0,Local industriel. commercial ou assimilé,0.0,48.79613,2.530371
2790585,0620,94430.0,94019,94,384000.0,105.0,315.0,Maison,5.0,48.802571,2.54084
2328250,0030,94430.0,94019,94,440000.0,111.0,595.0,Maison,6.0,48.801377,2.529681
2327822,0588,94440.0,94075,94,457000.0,165.0,799.0,Maison,7.0,48.718928,2.54558
2325606,0143,94440.0,94048,94,388000.0,113.0,708.0,Maison,5.0,48.741937,2.557206
2325033,0570,94440.0,94075,94,99975.0,103.0,705.0,Maison,5.0,48.712255,2.53101
2792485,0450,94440.0,94070,94,340000.0,153.0,535.0,Maison,3.0,48.726113,2.572359
3228404,0375,94440.0,94075,94,355000.0,174.0,786.0,Maison,7.0,48.72206,2.541163
3231759,0068,94440.0,94048,94,363000.0,152.0,735.0,Maison,7.0,48.737405,2.558171
2325137,0115,94440.0,94070,94,680000.0,161.0,666.0,Maison,6.0,48.73414,2.578675
3363607,0360,94440.0,94075,94,473500.0,146.0,449.0,Maison,6.0,48.711098,2.53038
3226021,0430,94440.0,94070,94,616420.0,215.0,1361.0,Maison,7.0,48.729255,2.58276
2797535,0130,94450.0,94044,94,195000.0,90.0,497.0,Maison,4.0,48.756172,2.489199
3228205,0290,94450.0,94044,94,320000.0,94.0,496.0,Maison,4.0,48.746675,2.498337
3159176,0370,94450.0,94044,94,350000.0,110.0,427.0,Maison,5.0,48.744862,2.485043
2797446,A015,94450.0,94044,94,6700000.0,74.0,5000.0,Appartement,4.0,48.747307,2.501112
2327820,0045,94450.0,94044,94,240000.0,52.0,392.0,Maison,3.0,48.745383,2.48048
3155753,0370,94450.0,94044,94,330000.0,104.0,421.0,Maison,4.0,48.745473,2.485258
2794242,0300,94450.0,94044,94,230000.0,58.0,320.0,Maison,3.0,48.748463,2.494761
3157153,0043,94450.0,94044,94,720000.0,85.0,1255.0,Appartement,5.0,48.74695,2.478592
3363978,0245,94450.0,94044,94,345000.0,103.0,511.0,Maison,4.0,48.753066,2.477256
3159251,0290,94450.0,94044,94,372500.0,120.0,608.0,Maison,6.0,48.745839,2.499308
3232375,0283,94450.0,94044,94,0.15,1200.0,4187.0,Local industriel. commercial ou assimilé,0.0,48.750833,2.489164
3363380,0249,94450.0,94044,94,220000.0,56.0,362.0,Appartement,3.0,48.752668,2.493418
3157098,0043,94450.0,94044,94,720000.0,68.0,1255.0,Appartement,3.0,48.74695,2.478592
3157218,0043,94450.0,94044,94,720000.0,75.0,1255.0,Appartement,4.0,48.74695,2.478592
2795856,0598,94450.0,94044,94,353000.0,118.0,288.0,Maison,5.0,48.756601,2.494189
3155484,0480,94460.0,94074,94,213000.0,72.0,633.0,Maison,4.0,48.739157,2.460745
3159861,0020,94460.0,94074,94,262000.0,87.0,404.0,Maison,5.0,48.743238,2.461051
3360035,0360,94460.0,94074,94,305000.0,60.0,342.0,Maison,3.0,48.766755,2.442153
3161480,0320,94470.0,94004,94,332000.0,69.0,534.0,Maison,4.0,48.746531,2.505816
3230943,0240,94470.0,94004,94,455000.0,215.0,420.0,Maison,7.0,48.753417,2.537994
3158664,0003,94470.0,94004,94,245000.0,100.0,165.0,Local industriel. commercial ou assimilé,0.0,48.758708,2.494733
3229589,0060,94480.0,94001,94,335000.0,86.0,478.0,Maison,4.0,48.724819,2.426055
2330052,0500,94480.0,94001,94,339000.0,78.0,303.0,Maison,4.0,48.729212,2.421494
3358270,0130,94480.0,94001,94,260400.0,75.0,641.0,Maison,4.0,48.725732,2.413753
2327060,0333,94490.0,94055,94,365000.0,68.0,548.0,Maison,4.0,48.782099,2.51906
3159904,0625,94490.0,94055,94,527300.0,81.0,498.0,Maison,3.0,48.787731,2.542129
2793395,0160,94490.0,94055,94,366000.0,133.0,295.0,Maison,5.0,48.782599,2.525256
3223945,0520,94490.0,94055,94,460000.0,193.0,500.0,Maison,5.0,,
2330907,0530,94490.0,94055,94,263000.0,36.0,248.0,Maison,2.0,48.780681,2.520834
2793921,0284,94490.0,94055,94,380000.0,81.0,298.0,Maison,4.0,48.783986,2.533765
3159394,0285,94490.0,94055,94,390000.0,68.0,354.0,Maison,2.0,48.787804,2.541551
3225148,0660,94490.0,94055,94,356000.0,98.0,249.0,Maison,4.0,48.785732,2.532569
3161917,0698,94490.0,94055,94,467000.0,100.0,447.0,Maison,4.0,48.779993,2.535666
3160904,0465,94490.0,94055,94,360000.0,85.0,540.0,Maison,4.0,48.792865,2.552062
3161449,0550,94490.0,94055,94,439000.0,121.0,293.0,Maison,4.0,48.781749,2.526553
3365287,0590,94490.0,94055,94,345000.0,56.0,396.0,Maison,3.0,48.791273,2.551836
3360056,0540,94490.0,94055,94,260000.0,104.0,350.0,Maison,4.0,48.797247,2.549605
3172594,6200,94500.0,94017,94,335000.0,50.0,301.0,Maison,2.0,48.818347,2.485909
2800523,7347,94500.0,94017,94,1.0,45.0,190.0,Appartement,2.0,,
3369976,2545,94500.0,94017,94,400000.0,68.0,348.0,Maison,3.0,48.813285,2.495594
3366656,6234,94500.0,94017,94,395000.0,119.0,402.0,Maison,4.0,48.823849,2.518343
2801303,7347,94500.0,94017,94,66286.8,42.0,190.0,Appartement,2.0,,
3375814,6119,94500.0,94017,94,386000.0,100.0,349.0,Maison,4.0,48.813087,2.497739
2336281,1486,94500.0,94017,94,415000.0,55.0,378.0,Maison,2.0,48.824471,2.480534
2799019,5253,94500.0,94017,94,278000.0,80.0,75.0,Appartement,3.0,48.812831,2.51335
2338305,9116,94500.0,94017,94,556700.0,117.0,400.0,Maison,4.0,48.807042,2.52731
3371212,8550,94500.0,94017,94,415000.0,93.0,492.0,Maison,4.0,48.812724,2.542261
2805684,7356,94500.0,94017,94,392000.0,85.0,237.0,Maison,3.0,48.826506,2.500553
3166121,4725,94500.0,94017,94,1650000.0,784.0,1190.0,Local industriel. commercial ou assimilé,0.0,48.82375,2.499696
2801565,7254,94500.0,94017,94,310000.0,112.0,313.0,Maison,5.0,48.809371,2.55102
3236903,8182,94500.0,94017,94,367325.0,72.0,411.0,Maison,3.0,48.819152,2.484071
2798976,7122,94500.0,94017,94,382000.0,125.0,535.0,Maison,6.0,48.814314,2.549
3374005,0670,94500.0,94017,94,210000.0,112.0,679.0,Maison,6.0,48.811454,2.520993
3166543,4765,94500.0,94017,94,85000.0,82.0,436.0,Maison,5.0,48.806621,2.543773
3375786,8205,94500.0,94017,94,335000.0,90.0,500.0,Maison,4.0,48.812662,2.560789
2799366,8582,94500.0,94017,94,6315914.19,74.0,571.0,Maison,5.0,48.818086,2.507247
2800531,7347,94500.0,94017,94,1.0,17.0,190.0,Appartement,1.0,,
3373655,4785,94500.0,94017,94,440000.0,160.0,544.0,Maison,5.0,48.814742,2.550981
3174225,0042,94500.0,94017,94,465000.0,120.0,196.0,Appartement,4.0,48.814336,2.511818
2800477,7347,94500.0,94017,94,1.0,21.0,190.0,Appartement,1.0,,
2339125,9135,94500.0,94017,94,515000.0,85.0,501.0,Maison,5.0,48.814836,2.510373
2801095,4240,94500.0,94017,94,378000.0,27.0,251.0,Maison,1.0,48.81236,2.490566
3370336,9130,94500.0,94017,94,412500.0,119.0,500.0,Maison,4.0,48.812502,2.558284
2338906,7361,94500.0,94017,94,390750.0,76.0,150.0,Maison,3.0,48.816446,2.492863
2804749,4785,94500.0,94017,94,265000.0,86.0,174.0,Maison,3.0,48.815184,2.549093
3233426,7361,94500.0,94017,94,364600.0,110.0,385.0,Maison,5.0,48.816045,2.492581
2800544,7347,94500.0,94017,94,1.0,42.0,190.0,Appartement,2.0,,
2800421,0140,94500.0,94017,94,700000.0,33.0,1267.0,Appartement,2.0,48.822501,2.502401
2803644,9664,94500.0,94017,94,295000.0,92.0,542.0,Maison,5.0,48.818126,2.557928
2342730,2565,94500.0,94017,94,505000.0,91.0,420.0,Maison,5.0,48.826002,2.498948
3238941,0185,94500.0,94017,94,736000.0,70.0,546.0,Maison,3.0,48.818365,2.496733
2330632,0006,94510.0,94060,94,378600.0,133.0,306.0,Maison,6.0,48.786396,2.583128
2329848,0358,94510.0,94060,94,511500.0,186.0,358.0,Maison,5.0,48.789651,2.587716
3162918,0235,94510.0,94060,94,18343048.0,61.0,5237.0,Appartement,3.0,,
3162929,0235,94510.0,94060,94,18343048.0,62.0,5237.0,Appartement,3.0,,
3161842,0253,94510.0,94060,94,538400.0,155.0,500.0,Maison,6.0,48.781504,2.575544
3364104,0110,94510.0,94060,94,380000.0,142.0,500.0,Maison,5.0,48.791138,2.597418
3156216,0287,94510.0,94060,94,321400.0,85.0,469.0,Maison,4.0,48.786025,2.584127
2796726,0481,94510.0,94060,94,560000.0,202.0,421.0,Maison,7.0,48.789639,2.591388
3162720,0400,94520.0,94047,94,318000.0,89.0,691.0,Maison,3.0,48.707515,2.555097
3161788,0080,94520.0,94056,94,321000.0,53.0,462.0,Maison,2.0,48.69227,2.551276
3161079,0320,94520.0,94047,94,550000.0,50.0,772.0,Appartement,3.0,48.700782,2.538683
3362904,0580,94520.0,94056,94,336500.0,62.0,1069.0,Maison,3.0,48.694861,2.54736
3360346,0420,94520.0,94047,94,324000.0,90.0,400.0,Maison,4.0,48.704608,2.530813
3230655,0006,94520.0,94056,94,402000.0,114.0,522.0,Maison,5.0,48.697731,2.551095
3230625,0334,94520.0,94047,94,336000.0,132.0,577.0,Maison,6.0,48.702656,2.539946
2324145,1535,94550.0,94021,94,600000.0,125.0,749.0,Appartement,4.0,48.767369,2.363699
2312757,0426,94550.0,94021,94,1.0,150.0,380.0,Maison,4.0,48.765387,2.365097
2320225,0027,94550.0,94021,94,1.0,53.0,459.0,Appartement,3.0,48.76473,2.367133
2320251,0027,94550.0,94021,94,1.0,53.0,459.0,Appartement,3.0,48.76473,2.367133
3223037,0027,94550.0,94021,94,4286201.5,42.0,751.0,Appartement,2.0,48.765552,2.366084
2320262,0027,94550.0,94021,94,1.0,42.0,459.0,Appartement,2.0,48.76473,2.367133
3149009,0023,94600.0,94022,94,1.0,77.0,22.0,Appartement,4.0,48.754002,2.407086
3210107,5185,94600.0,94022,94,348000.0,59.0,195.0,Maison,3.0,48.771267,2.42092
2785275,6630,94600.0,94022,94,252940.0,49.0,70.0,Appartement,3.0,48.766596,2.423048
3345878,7165,94600.0,94022,94,340000.0,103.0,95.0,Maison,4.0,48.768488,2.415514
2315307,0015,94600.0,94022,94,440600.0,94.0,390.0,Maison,5.0,48.758018,2.405533
3148056,6630,94600.0,94022,94,240000.0,71.0,165.0,Maison,5.0,48.768589,2.421702
2783415,5120,94600.0,94022,94,240000.0,56.0,70.0,Maison,3.0,48.75678,2.409232
3148970,0023,94600.0,94022,94,1.0,73.0,30.0,Appartement,4.0,48.753943,2.406725
3220305,8170,94600.0,94022,94,345000.0,65.0,144.0,Appartement,4.0,48.771879,2.406385
3146981,9665,94600.0,94022,94,330000.0,121.0,335.0,Local industriel. commercial ou assimilé,0.0,48.764241,2.417122
3348329,6112,94600.0,94022,94,29371788.0,16.0,2741.0,Appartement,1.0,48.754116,2.406039
3353437,0030,94600.0,94022,94,1000000.0,1243.0,3459.0,Local industriel. commercial ou assimilé,0.0,48.775982,2.416175
3350073,9930,94600.0,94022,94,510000.0,134.0,441.0,Maison,5.0,48.761744,2.409109
2322007,5175,94600.0,94022,94,446000.0,96.0,352.0,Maison,4.0,48.753467,2.41975
3348422,6112,94600.0,94022,94,29371788.0,16.0,2741.0,Appartement,1.0,48.754116,2.406039
3349464,3115,94600.0,94022,94,945000.0,97.0,223.0,Appartement,5.0,48.766056,2.406905
3154139,7145,94600.0,94022,94,385000.0,120.0,322.0,Maison,5.0,48.760915,2.412263
3148996,0023,94600.0,94022,94,1.0,65.0,22.0,Appartement,3.0,48.754002,2.407086
3216372,4460,94600.0,94022,94,500000.0,39.0,207.0,Appartement,3.0,48.762568,2.424227
3342644,7186,94600.0,94022,94,450000.0,21.0,385.0,Appartement,1.0,,
3353211,6105,94600.0,94022,94,145000.0,25.0,208.0,Local industriel. commercial ou assimilé,0.0,48.760714,2.410542
2771401,1473,94700.0,94046,94,408000.0,64.0,318.0,Maison,3.0,48.812296,2.453032
3204658,4128,94700.0,94046,94,132735744.0,29.0,2094.0,Local industriel. commercial ou assimilé,0.0,48.811211,2.426342
3202493,2510,94700.0,94046,94,132735744.0,58.0,55919.0,Appartement,3.0,48.806988,2.457336
3204345,0627,94700.0,94046,94,132735744.0,60.0,464.0,Appartement,3.0,48.796994,2.44082
2768641,1440,94700.0,94046,94,2800000.0,2380.0,5275.0,Local industriel. commercial ou assimilé,0.0,48.78947,2.437183
3204948,4136,94700.0,94046,94,132735744.0,62.0,1358.0,Appartement,3.0,48.81023,2.443713
2776882,0620,94700.0,94046,94,325000.0,52.0,377.0,Maison,3.0,48.793427,2.435168
3204474,6115,94700.0,94046,94,132735744.0,50.0,6289.0,Appartement,3.0,48.799593,2.433984
3203431,9650,94700.0,94046,94,132735744.0,70.0,1249.0,Appartement,3.0,48.79927,2.442333
3202113,6625,94700.0,94046,94,132735744.0,58.0,9186.0,Appartement,3.0,48.808276,2.45992
3203410,9650,94700.0,94046,94,132735744.0,71.0,1249.0,Appartement,3.0,48.79927,2.442333
3202374,2510,94700.0,94046,94,132735744.0,58.0,55919.0,Appartement,3.0,48.806988,2.457336
3201977,2510,94700.0,94046,94,132735744.0,46.0,12919.0,Appartement,2.0,48.808332,2.457801
3203660,0627,94700.0,94046,94,132735744.0,67.0,6991.0,Appartement,3.0,48.798329,2.43989
3204913,4136,94700.0,94046,94,132735744.0,67.0,1358.0,Appartement,4.0,48.81023,2.443713
3201968,2510,94700.0,94046,94,132735744.0,68.0,12919.0,Appartement,4.0,48.808332,2.457801
2303822,6118,94700.0,94046,94,1270000.0,15.0,145.0,Appartement,1.0,48.806228,2.452709
3202378,2510,94700.0,94046,94,132735744.0,58.0,55919.0,Appartement,3.0,48.806988,2.457336
3135829,5150,94700.0,94046,94,790000.0,150.0,359.0,Maison,4.0,48.813545,2.434649
3135219,3160,94700.0,94046,94,634000.0,85.0,181.0,Maison,4.0,48.813403,2.428915
3131139,8525,94700.0,94046,94,570000.0,167.0,392.0,Maison,5.0,48.807065,2.450492
3202265,2510,94700.0,94046,94,132735744.0,46.0,55919.0,Appartement,2.0,48.806988,2.457336
3202310,2510,94700.0,94046,94,132735744.0,58.0,55919.0,Appartement,3.0,48.806988,2.457336
3203688,0627,94700.0,94046,94,132735744.0,75.0,6991.0,Appartement,4.0,48.798329,2.43989
3203703,0627,94700.0,94046,94,132735744.0,75.0,6991.0,Appartement,4.0,48.798329,2.43989
3202156,6625,94700.0,94046,94,132735744.0,58.0,9186.0,Appartement,3.0,48.808276,2.45992
3202290,2510,94700.0,94046,94,132735744.0,68.0,55919.0,Appartement,4.0,48.806988,2.457336
3336185,2554,94700.0,94046,94,2200328.8,29.0,2124.0,Appartement,1.0,48.800885,2.442503
3188797,6118,94700.0,94046,94,515000.0,141.0,271.0,Maison,7.0,48.805931,2.447492
3203486,9650,94700.0,94046,94,132735744.0,71.0,850.0,Appartement,3.0,48.79942,2.442511
3204633,4129,94700.0,94046,94,132735744.0,68.0,1890.0,Appartement,3.0,48.812403,2.42773
2302736,6650,94700.0,94046,94,870000.0,180.0,414.0,Maison,6.0,48.811562,2.442815
2777122,9610,94700.0,94046,94,485000.0,140.0,452.0,Maison,5.0,48.793014,2.43576
2306495,6137,94700.0,94046,94,632000.0,135.0,313.0,Maison,6.0,48.80776,2.451008
3203002,2554,94700.0,94046,94,132735744.0,51.0,4305.0,Appartement,2.0,48.801581,2.443388
2302664,8115,94700.0,94046,94,930000.0,36.0,161.0,Maison,3.0,48.808646,2.438984
3331613,1419,94700.0,94046,94,520000.0,100.0,197.0,Maison,5.0,48.807163,2.447793
3203582,0627,94700.0,94046,94,132735744.0,47.0,6991.0,Appartement,2.0,48.798329,2.43989
3204143,5120,94700.0,94046,94,132735744.0,61.0,9719.0,Appartement,4.0,48.791992,2.431746
3203830,0627,94700.0,94046,94,132735744.0,75.0,6991.0,Appartement,4.0,48.798329,2.43989
3216956,4720,94800.0,94076,94,400000.0,39.0,6156.0,Appartement,2.0,48.796483,2.355361
2322670,6125,94800.0,94076,94,760000.0,58.0,174.0,Maison,3.0,48.793676,2.368669
2323599,0025,94800.0,94076,94,3360000.0,91.0,14503.0,Appartement,5.0,48.796519,2.35368
2323486,0025,94800.0,94076,94,3360000.0,91.0,14503.0,Appartement,5.0,48.796519,2.35368
3345342,4735,94800.0,94076,94,436787.0,132.0,65.0,Local industriel. commercial ou assimilé,0.0,48.796798,2.366153
2789669,4754,94800.0,94076,94,2770000.0,1142.0,6412.0,Local industriel. commercial ou assimilé,0.0,48.781496,2.350872
3153167,6125,94800.0,94076,94,615000.0,610.0,692.0,Local industriel. commercial ou assimilé,0.0,48.787958,2.368428
3343184,4735,94800.0,94076,94,2628069.2,23.0,435.0,Appartement,2.0,48.788652,2.366482
2783960,8545,94800.0,94076,94,1100000.0,62.0,337.0,Appartement,4.0,48.793625,2.364512
3350492,4195,94800.0,94076,94,245365904.0,23.0,5923.0,Appartement,1.0,48.798563,2.359464
2323720,0025,94800.0,94076,94,3360000.0,62.0,14503.0,Appartement,3.0,48.796519,2.35368
2323746,0025,94800.0,94076,94,3360000.0,99.0,14503.0,Appartement,6.0,48.796519,2.35368
3216893,4720,94800.0,94076,94,400000.0,50.0,4383.0,Appartement,3.0,48.796483,2.355361
3350475,4195,94800.0,94076,94,245365904.0,23.0,5923.0,Appartement,1.0,48.798563,2.359464
2323678,0025,94800.0,94076,94,3360000.0,75.0,14503.0,Appartement,4.0,48.796519,2.35368
2323714,0025,94800.0,94076,94,3360000.0,80.0,14503.0,Appartement,4.0,48.796519,2.35368
3147402,4160,94800.0,94076,94,479500.0,86.0,249.0,Maison,4.0,48.803276,2.370005
3350508,4195,94800.0,94076,94,245365904.0,23.0,5923.0,Appartement,1.0,48.798563,2.359464
3357143,0085,94800.0,94076,94,2017400.9,61.0,6833.0,Appartement,2.0,48.78317,2.363128
2789650,8825,94800.0,94076,94,562000.0,120.0,349.0,Maison,4.0,48.791477,2.373632
2323456,0025,94800.0,94076,94,3360000.0,66.0,14503.0,Appartement,3.0,48.796519,2.35368
2314489,1425,94800.0,94076,94,595000.0,130.0,250.0,Maison,10.0,48.799152,2.355604
3354071,3120,94800.0,94076,94,540000.0,123.0,68.0,Maison,4.0,48.803826,2.371173
2323601,0025,94800.0,94076,94,3360000.0,80.0,14503.0,Appartement,4.0,48.796519,2.35368
2318008,6870,94800.0,94076,94,870000.0,25.0,92.0,Appartement,1.0,48.786645,2.364004
3145214,9635,94800.0,94076,94,190000.0,37.0,527.0,Maison,2.0,48.792696,2.354407
3361515,0420,94880.0,94053,94,476500.0,185.0,579.0,Maison,6.0,48.771695,2.543172
2792313,0527,94880.0,94053,94,240000.0,106.0,401.0,Maison,6.0,48.770763,2.550171
3389086,1450,95000.0,95127,95,310000.0,31.0,612.0,Maison,2.0,49.031015,2.064504
3384592,1080,95000.0,95127,95,1740000.0,1169.0,1000.0,Local industriel. commercial ou assimilé,0.0,49.027692,2.058172
2807278,0800,95000.0,95450,95,197000.0,100.0,59.0,Maison,4.0,49.014758,2.058548
3254007,1620,95000.0,95127,95,385000.0,105.0,400.0,Maison,6.0,49.038025,2.060857
3246856,1313,95000.0,95500,95,3800000.0,108.0,4293.0,Local industriel. commercial ou assimilé,0.0,,
3179868,1184,95000.0,95127,95,260000.0,88.0,85.0,Maison,4.0,49.033815,2.070611
2817543,0094,95000.0,95127,95,22652260.0,720.0,4969.0,Local industriel. commercial ou assimilé,0.0,49.040479,2.077504
3180123,1783,95000.0,95127,95,412000.0,140.0,688.0,Maison,5.0,,
3174993,1313,95000.0,95500,95,9632000.0,667.0,8264.0,Local industriel. commercial ou assimilé,0.0,49.032478,2.088089
3246810,0830,95000.0,95450,95,503000.0,171.0,622.0,Maison,7.0,49.011995,2.065375
3222804,2316,95100.0,95018,95,5340286.0,54.0,9565.0,Appartement,4.0,48.945047,2.23246
2849925,1940,95100.0,95018,95,270000.0,55.0,253.0,Maison,4.0,48.950308,2.272673
2384019,4600,95100.0,95018,95,5120000.0,82.0,2131.0,Appartement,3.0,48.939938,2.207315
2850215,3410,95100.0,95018,95,300000.0,101.0,145.0,Maison,4.0,48.956354,2.240996
3421283,5140,95100.0,95018,95,350000.0,87.0,210.0,Maison,5.0,48.953221,2.273143
3425616,1190,95100.0,95018,95,170000.0,61.0,171.0,Maison,4.0,48.958602,2.236312
3424341,4600,95100.0,95018,95,240000.0,51.0,384.0,Maison,3.0,48.938438,2.214756
3215989,3840,95100.0,95018,95,363000.0,115.0,400.0,Maison,4.0,48.953683,2.235941
3429370,4040,95100.0,95018,95,464900.0,115.0,652.0,Maison,5.0,48.960996,2.225785
3422582,1120,95100.0,95018,95,259000.0,120.0,439.0,Maison,6.0,48.960308,2.249552
3286472,2640,95100.0,95018,95,345000.0,70.0,494.0,Maison,4.0,48.946021,2.244878
3223124,0470,95100.0,95018,95,33463902.0,55.0,7556.0,Appartement,4.0,48.952472,2.27565
3282571,0520,95100.0,95018,95,245000.0,70.0,317.0,Maison,2.0,48.934914,2.222002
3284488,2810,95100.0,95018,95,320000.0,108.0,165.0,Maison,4.0,48.939732,2.239699
3217835,2760,95100.0,95018,95,240000.0,83.0,238.0,Maison,4.0,48.954856,2.255265
2382296,1120,95100.0,95018,95,310000.0,28.0,341.0,Appartement,2.0,48.960786,2.247972
3281810,1071,95100.0,95018,95,150000.0,86.0,80.0,Maison,4.0,48.954708,2.282181
3423178,0205,95100.0,95018,95,265000.0,57.0,398.0,Maison,3.0,48.957236,2.245287
3427899,2800,95100.0,95018,95,4500000.0,2474.0,3972.0,Local industriel. commercial ou assimilé,0.0,48.940796,2.224661
3430122,0250,95100.0,95018,95,353500.0,107.0,536.0,Maison,5.0,48.948846,2.235977
3422696,0450,95100.0,95018,95,310800.0,99.0,229.0,Maison,6.0,48.961061,2.274225
2384443,4150,95100.0,95018,95,281000.0,62.0,229.0,Maison,4.0,48.94256,2.233053
3425115,5280,95100.0,95018,95,268900.0,21.0,370.0,Appartement,1.0,48.930841,2.224978
3284355,0605,95100.0,95018,95,570000.0,57.0,1058.0,Local industriel. commercial ou assimilé,0.0,48.953893,2.219741
3223235,0470,95100.0,95018,95,33463902.0,55.0,7556.0,Appartement,4.0,48.952472,2.27565
3217469,2000,95100.0,95018,95,240000.0,60.0,91.0,Maison,4.0,48.945569,2.244911
2390080,3780,95100.0,95018,95,285000.0,54.0,149.0,Maison,4.0,48.954447,2.23842
3223120,0470,95100.0,95018,95,33463902.0,55.0,7556.0,Appartement,4.0,48.952472,2.27565
3217398,5000,95100.0,95018,95,8940000.0,370.0,417.0,Local industriel. commercial ou assimilé,0.0,,
2845893,3240,95100.0,95018,95,349250.0,69.0,131.0,Maison,3.0,48.955399,2.257927
3215776,1120,95100.0,95018,95,295000.0,63.0,408.0,Appartement,3.0,48.960823,2.248833
2852216,2550,95100.0,95018,95,34151488.0,67.0,2511.0,Appartement,3.0,48.939709,2.248004
3223441,4605,95100.0,95018,95,33463902.0,70.0,2517.0,Appartement,3.0,48.953639,2.224383
2849342,1690,95100.0,95018,95,245000.0,51.0,160.0,Maison,3.0,48.95182,2.246626
3223359,4605,95100.0,95018,95,33463902.0,44.0,2517.0,Appartement,1.0,48.953639,2.224383
3223675,2295,95100.0,95018,95,27392074.0,36.0,1159.0,Appartement,3.0,48.950854,2.27392
3219711,3370,95100.0,95018,95,353000.0,78.0,350.0,Maison,4.0,48.958128,2.246087
3223414,4605,95100.0,95018,95,33463902.0,57.0,2517.0,Appartement,2.0,48.953639,2.224383
3287701,1640,95100.0,95018,95,185000.0,103.0,256.0,Maison,4.0,48.949922,2.252406
3223851,3690,95100.0,95018,95,220000.0,68.0,276.0,Maison,3.0,48.965713,2.241722
2388549,2440,95100.0,95018,95,276500.0,58.0,266.0,Maison,2.0,48.943389,2.239928
2382091,1690,95100.0,95018,95,368000.0,81.0,142.0,Maison,6.0,48.950686,2.247231
3226782,0130,95100.0,95018,95,170000.0,38.0,388.0,Maison,0.0,48.945741,2.216874
2385657,5445,95100.0,95018,95,395000.0,90.0,360.0,Maison,4.0,48.962529,2.242512
3223712,2295,95100.0,95018,95,27392074.0,30.0,2290.0,Appartement,2.0,48.951575,2.274099
3284457,2920,95100.0,95018,95,165000.0,41.0,69.0,Maison,3.0,48.940259,2.216786
2849885,5190,95100.0,95018,95,255000.0,80.0,285.0,Maison,4.0,48.954141,2.283388
3286562,5260,95100.0,95018,95,155000.0,60.0,160.0,Local industriel. commercial ou assimilé,0.0,48.949783,2.251168
2846742,0950,95100.0,95018,95,20390202.0,42.0,1229.0,Appartement,2.0,48.944485,2.24347
3429732,1310,95110.0,95582,95,277618.0,68.0,139.0,Maison,4.0,48.977148,2.254172
3280230,1340,95110.0,95582,95,400000.0,80.0,417.0,Appartement,3.0,48.967689,2.268713
3423622,0890,95110.0,95582,95,1125000.0,42.0,563.0,Appartement,2.0,48.969485,2.26275
2850435,1290,95110.0,95582,95,385000.0,99.0,308.0,Maison,4.0,48.977934,2.253623
3227667,0350,95110.0,95582,95,6868295.5,63.0,5693.0,Appartement,4.0,48.972167,2.271698
3227765,0350,95110.0,95582,95,6868295.5,63.0,10000.0,Appartement,4.0,48.972167,2.271698
3423619,0890,95110.0,95582,95,1125000.0,41.0,563.0,Appartement,2.0,48.969485,2.26275
3220932,1120,95110.0,95582,95,465600.0,122.0,403.0,Maison,6.0,48.975661,2.26693
3227875,0350,95110.0,95582,95,6868295.5,53.0,5693.0,Appartement,3.0,48.972167,2.271698
3420208,0070,95110.0,95582,95,280000.0,60.0,197.0,Maison,3.0,48.974948,2.260699
3285444,1610,95110.0,95582,95,150000.0,105.0,191.0,Local industriel. commercial ou assimilé,0.0,48.970617,2.265015
